RIC,Sector,Name,SMA50-SMA200,SMA20-SMA50,Volume-VWAP,Close-VWAP,Last,HighNav,Fibo618,Fibo50,Fibo382,LowNav,PctfromPriceLowfromDate,Pctfrom52WkLow,52WkLow,1W%,1M%,Correlation Data,Rev Growth,% ROE,Volume5D30D,ImpVol30D,TargetPx,20SMA,200SMA
TGT.N,Consumer Staples,Target Corp,-11.58,-0.94,1236490.00,135.99,135.77,177.82,156.34,149.71,143.07,121.59,29.29,12.93,12022.00,0.92,3.26,-0.64,-1.57,32.37,19.82,22.29,144.92,135.95,148.48
TJX.N,Consumer Discretionary,TJX Companies Inc,9.80,-0.81,1496929.00,122.51,122.57,127.20,114.01,109.93,105.85,92.66,122.90,32.68,9238.00,2.90,0.47,0.50,8.57,64.89,-11.95,14.65,133.15,121.50,112.52
TMO.N,Health Care,Thermo Fisher Scientific Inc,-37.38,8.67,428597.00,574.83,574.59,624.21,577.25,562.75,548.25,501.29,33.19,15.94,49561.00,4.19,9.64,-0.78,-4.58,13.01,18.67,18.06,645.05,541.42,570.13
TMUS.OQ,Communication Services,T-Mobile US Inc,31.28,-11.04,1305611.00,218.62,218.18,246.94,213.65,203.37,193.08,159.79,114.70,37.32,15889.00,1.86,-0.97,0.77,-1.27,16.09,-13.04,26.12,247.45,217.87,197.63
TPL.N,Energy,Texas Pacific Land Corp,406.56,-79.16,27763.00,1419.67,1415.68,1730.00,1248.06,1099.19,950.32,468.38,336.08,202.25,46837.93,2.96,24.94,0.83,-5.37,44.50,-29.36,44.25,827.56,1252.76,925.36
TPR.N,Consumer Discretionary,Tapestry Inc,15.28,4.88,951154.00,73.55,73.34,74.05,59.63,55.17,50.71,36.29,176.55,108.00,3526.00,8.41,14.33,0.73,0.15,29.92,-24.50,25.04,67.89,67.55,47.39
TRGP.N,Energy,Targa Resources Corp,42.75,-0.84,452224.00,212.03,211.27,217.22,166.70,151.09,135.48,84.96,296.83,153.41,8337.00,2.81,19.50,0.81,-27.97,48.48,-11.70,30.34,209.48,191.87,149.96
TRMB.OQ,Information Technology,Trimble Inc,11.21,-0.35,440198.00,77.35,77.40,77.40,66.86,63.61,60.36,49.82,89.61,59.00,4868.00,6.44,8.04,0.83,3.33,28.91,-16.81,22.05,87.19,72.13,61.28
TROW.OQ,Financials,T Rowe Price Group Inc,4.29,-3.91,589688.00,113.41,113.54,124.69,115.90,113.19,110.48,101.69,28.45,12.98,10050.00,0.19,-2.22,0.80,3.70,20.78,-12.22,22.74,112.77,113.76,113.37
TRV.N,Financials,Travelers Companies Inc,20.40,-9.04,666218.00,247.81,246.72,266.66,241.91,234.27,226.62,201.87,63.82,23.23,20021.00,2.81,2.48,0.59,12.20,18.80,31.86,23.90,267.16,240.54,229.18
TSCO.OQ,Consumer Discretionary,Tractor Supply Co,0.55,-1.20,1855466.00,57.60,57.47,60.75,54.70,52.83,50.97,44.92,68.50,29.21,4447.80,8.23,6.58,0.01,2.47,50.58,0.09,30.06,57.98,54.05,54.71
TSLA.OQ,Consumer Discretionary,Tesla Inc,133.16,28.46,10877071.00,418.72,415.11,479.86,350.82,310.96,271.09,142.05,284.01,199.03,13882.00,-3.06,-1.41,0.67,18.80,20.65,-13.39,67.03,313.01,415.66,254.04
TSN.N,Consumer Staples,Tyson Foods Inc,0.30,-3.39,530205.00,55.70,55.60,65.87,60.42,58.74,57.06,51.61,23.09,8.66,5117.00,-0.29,-4.17,-0.19,0.81,4.38,-14.44,17.11,64.92,56.67,59.76
TT.N,Industrials,Trane Technologies PLC,39.55,-15.40,319631.00,399.58,399.56,419.14,355.31,335.60,315.88,252.05,230.30,59.72,25017.00,3.63,5.95,0.68,10.54,35.01,45.50,20.14,426.05,381.40,357.25
TTWO.OQ,Communication Services,Take-Two Interactive Software Inc,23.96,-0.69,489912.00,187.29,187.99,190.46,169.53,163.07,156.60,135.67,100.91,38.96,13528.00,3.68,3.31,0.74,-0.01,-50.91,-4.21,23.70,199.37,184.04,160.77
TXN.OQ,Information Technology,Texas Instruments Inc,0.44,-4.70,1872053.00,197.13,197.05,220.29,196.06,188.57,181.08,156.85,40.25,26.75,15546.00,-0.23,5.45,-0.39,-12.53,29.15,1.09,23.51,206.49,191.28,195.54
TXT.N,Industrials,Textron Inc,-5.14,-3.89,673392.00,78.21,78.41,96.98,88.74,86.20,83.65,75.41,35.35,4.70,7489.00,-0.19,2.03,-0.51,0.14,11.63,10.05,22.30,93.45,77.18,86.21
TYL.N,Information Technology,Tyler Technologies Inc,53.61,-21.89,59854.00,586.31,586.03,635.69,545.36,517.46,489.55,399.22,103.53,47.03,39859.00,2.47,-3.20,0.49,5.49,7.73,-4.42,22.85,668.59,579.37,547.65
UAL.OQ,Industrials,United Airlines Holdings Inc,34.01,4.66,4312192.00,110.25,107.97,110.52,82.77,74.20,65.63,37.88,246.06,191.65,3702.00,2.87,10.85,0.84,6.23,NULL,30.98,36.51,128.53,102.25,63.57
UBER.N,Industrials,Uber Technologies Inc,-3.37,-2.26,3250710.00,67.94,67.82,86.34,75.70,72.41,69.12,58.48,231.48,23.33,5499.00,1.19,11.67,-0.34,16.95,36.47,-2.41,31.20,89.65,64.41,70.05
UDR.N,Real Estate,UDR Inc,1.67,-1.56,960296.00,40.55,40.50,47.13,42.35,40.88,39.40,34.62,28.94,18.46,3419.00,-1.32,-6.81,-0.30,7.26,3.24,-7.80,22.55,46.14,42.07,41.96
UHS.N,Health Care,Universal Health Services Inc,-7.32,-8.14,108344.00,187.18,187.03,241.52,207.95,197.59,187.22,153.65,112.99,24.55,15017.00,1.87,3.84,-0.73,6.59,16.19,-23.05,23.44,233.75,182.92,198.39
ULTA.OQ,Consumer Discretionary,Ulta Beauty Inc,13.71,20.84,330434.00,416.66,418.44,567.18,472.97,443.87,414.76,320.55,30.54,31.50,31821.00,2.71,-2.69,0.30,9.78,55.18,-10.47,37.75,461.36,424.05,389.49
UNH.N,Health Care,Unitedhealth Group Inc,10.03,-35.28,1013667.00,519.90,519.72,625.25,554.18,532.23,510.27,439.20,18.33,19.10,43639.00,-4.36,3.92,-0.27,7.79,15.40,0.23,39.83,637.51,516.57,541.81
UNP.N,Industrials,Union Pacific Corp,-3.08,-3.99,703586.00,235.85,235.80,256.91,243.34,239.15,234.95,221.38,26.97,7.88,21857.00,2.14,4.19,-0.62,-3.04,43.40,23.04,16.95,258.08,230.30,237.37
UPS.N,Industrials,United Parcel Service Inc,-5.19,-2.70,994242.00,132.56,132.55,158.02,144.51,140.34,136.16,122.65,8.07,9.03,12157.00,3.99,5.47,0.06,-9.35,31.46,-15.95,21.06,148.50,126.59,134.48
URI.N,Industrials,United Rentals Inc,53.39,-66.84,130871.00,783.41,782.53,880.32,779.43,748.27,717.10,616.21,231.81,35.78,57632.00,5.53,8.29,0.38,23.11,31.40,14.54,33.86,815.45,718.93,732.39
USB.N,Financials,US Bancorp,5.24,-1.59,2511682.00,48.58,48.63,53.66,47.85,46.06,44.26,38.45,69.56,28.60,3781.50,-4.46,1.48,0.70,-2.89,11.79,41.77,30.11,57.31,48.57,44.92
V.N,Financials,Visa Inc,29.35,2.52,1586124.00,323.62,323.56,323.63,296.93,288.69,280.44,253.74,82.13,28.02,25274.00,2.30,1.84,0.77,10.02,51.79,-28.25,15.36,339.48,315.86,283.99
VICI.N,Real Estate,VICI Properties Inc,-0.07,-1.41,1853872.00,29.51,29.45,34.06,31.42,30.61,29.79,27.15,10.38,8.75,2708.00,2.40,2.29,-0.55,38.89,11.19,14.98,24.18,35.40,29.12,30.59
VLO.N,Energy,Valero Energy Corp,-13.01,-4.89,1287470.00,135.40,135.08,183.39,158.64,150.99,143.34,118.59,75.11,15.55,11690.00,-2.05,13.91,-0.20,-17.93,14.37,13.96,29.06,150.02,127.19,145.08
VLTO.N,Industrials,Veralto Corp,1.16,-1.75,446476.00,102.76,102.71,113.60,99.15,94.69,90.22,75.77,52.14,36.58,7520.00,0.16,-1.48,-0.55,3.10,53.88,14.94,16.73,112.93,102.33,102.92
VMC.N,Materials,Vulcan Materials Co,15.47,-12.28,160342.00,274.33,274.38,292.31,266.98,259.16,251.34,226.01,93.98,24.86,21975.00,2.31,4.28,0.80,6.38,11.14,-12.33,21.35,297.92,261.76,258.57
VRSK.OQ,Industrials,Verisk Analytics Inc,16.03,-5.94,222609.00,279.78,279.35,294.75,265.42,256.36,247.29,217.96,76.55,28.53,21734.00,2.02,0.90,0.67,7.38,271.98,-1.44,19.20,289.81,276.17,266.08
VRSN.OQ,Information Technology,"VeriSign, Inc",11.99,10.86,245271.00,207.59,207.13,211.67,195.11,190.00,184.88,168.32,32.34,24.00,16704.50,-1.41,4.17,0.34,4.79,NULL,-15.26,21.75,228.04,206.75,183.90
VRTX.OQ,Health Care,Vertex Pharmaceuticals Inc,-12.80,-33.62,482397.00,428.17,428.00,516.74,469.40,454.78,440.15,392.81,93.30,13.11,37838.00,0.88,7.74,-0.33,10.51,-2.99,-6.73,41.71,494.42,411.08,457.51
VST.N,Utilities,Vistra Corp,45.50,5.64,1549326.00,188.48,186.86,186.86,130.97,113.71,96.45,40.56,797.93,377.48,3913.50,10.46,33.52,0.81,-11.63,57.24,16.13,58.87,179.44,158.58,107.44
VTR.N,Real Estate,Ventas Inc,4.44,-2.47,874469.00,58.49,58.36,66.48,57.01,54.08,51.15,41.68,61.93,40.80,4145.00,0.53,-0.68,-0.26,8.93,-0.66,-22.25,20.91,71.61,58.43,56.47
VTRS.OQ,Health Care,Viatris Inc,0.90,-0.55,3439777.00,11.13,11.14,13.53,12.20,11.79,11.38,10.05,31.37,12.24,992.50,-2.19,-11.02,0.54,-5.14,-4.35,-3.03,21.85,13.18,11.98,11.63
VZ.N,Communication Services,Verizon Communications Inc,-0.28,-1.72,5080100.00,38.96,38.95,45.21,42.38,41.51,40.64,37.81,27.00,3.62,3759.00,2.02,-2.45,-0.28,-2.09,10.10,9.16,16.20,46.39,39.23,41.23
WAB.N,Industrials,Westinghouse Air Brake Technologies Corp,22.80,-2.86,205568.00,206.91,206.98,206.98,178.03,169.09,160.15,131.20,156.89,60.49,12897.00,3.34,7.23,0.87,15.73,10.29,-29.47,22.86,213.12,194.49,174.56
WAT.N,Health Care,Waters Corp,39.85,4.13,128817.00,408.74,408.35,413.81,363.73,348.26,332.78,282.70,72.52,46.16,27939.00,2.68,10.92,0.71,-0.52,49.64,-13.37,25.30,390.01,384.36,340.37
WBA.OQ,Consumer Staples,Walgreens Boots Alliance Inc,-2.29,0.83,5869577.00,11.52,11.62,23.25,17.52,15.75,13.97,8.24,41.02,43.72,808.50,-7.26,21.68,0.19,6.17,-60.05,6.11,98.86,11.66,10.49,11.95
WBD.OQ,Communication Services,Warner Bros Discovery Inc,1.82,-0.08,10334445.00,10.00,10.05,12.49,10.28,9.60,8.92,6.71,49.78,51.24,664.50,2.66,-5.99,0.69,22.19,-28.09,-8.37,56.49,12.30,10.22,8.48
WDAY.OQ,Information Technology,Workday Inc,18.03,-6.01,689115.00,254.02,253.48,307.21,268.96,257.15,245.33,207.08,91.12,26.75,19999.00,1.98,-7.16,0.30,16.78,21.25,-59.33,28.42,296.52,256.06,244.04
WDC.OQ,Information Technology,Western Digital Corp,-2.76,-2.65,2258219.00,69.20,68.63,80.24,69.98,66.82,63.65,53.39,127.18,29.74,5290.00,6.19,13.93,0.30,5.56,3.02,19.11,37.76,87.50,63.16,68.57
WEC.N,Utilities,WEC Energy Group Inc,7.20,-1.61,482685.00,97.86,97.58,101.82,92.13,89.14,86.15,76.46,27.62,29.86,7514.00,2.10,3.26,0.45,-7.34,10.84,3.12,17.96,101.44,95.14,89.55
WELL.N,Real Estate,Welltower Inc,14.20,-4.29,1117525.00,131.35,131.15,139.30,119.13,112.91,106.68,86.51,128.60,53.48,8545.00,3.60,5.22,0.54,13.26,1.78,-14.94,19.52,147.39,126.57,116.65
WFC.N,Financials,Wells Fargo & Co,10.67,-0.39,3602436.00,77.48,77.54,77.85,66.47,62.96,59.44,48.06,114.02,63.38,4746.00,2.09,10.24,0.81,0.67,11.39,6.30,27.16,82.00,72.44,62.16
WM.N,Industrials,Waste Management Inc,4.14,-8.41,504781.00,211.70,211.44,228.46,211.99,206.91,201.82,185.35,50.38,15.33,18334.00,1.65,2.73,0.48,3.70,35.38,3.22,13.00,232.86,205.95,210.22
WMB.N,Energy,Williams Companies Inc,9.41,-0.08,2055100.00,59.62,59.20,60.63,50.09,46.84,43.59,33.05,123.40,81.26,3266.00,2.05,10.67,0.84,-12.34,23.82,-4.47,26.88,57.85,56.22,46.89
WMT.N,Consumer Staples,Walmart Inc,15.05,0.66,3686991.00,93.21,93.23,95.70,80.16,75.36,70.56,55.01,136.44,74.46,5343.99,2.07,1.07,0.78,6.03,23.48,-7.23,17.30,100.01,91.58,75.87
WRB.N,Financials,W R Berkley Corp,3.98,-1.47,859931.00,59.10,59.05,64.41,58.96,57.28,55.59,50.15,71.56,18.61,4978.57,-1.48,0.82,0.53,8.12,20.56,125.10,17.45,63.67,58.52,56.01
WST.N,Health Care,West Pharmaceutical Services Inc,3.37,6.49,161637.00,347.26,347.87,413.00,361.11,345.08,329.05,277.16,66.17,30.21,26715.50,5.73,4.97,0.50,2.18,17.78,-10.94,24.04,376.85,333.91,324.05
WTW.OQ,Financials,Willis Towers Watson PLC,31.17,-0.54,108484.00,320.94,320.67,332.53,299.59,289.42,279.24,246.30,68.04,31.42,24400.00,2.34,0.98,0.77,6.96,-8.54,-25.89,19.30,357.08,314.67,284.04
WY.N,Real Estate,Weyerhaeuser Co,-0.77,-1.39,1185001.00,29.80,29.76,35.93,32.54,31.49,30.44,27.05,10.61,11.34,2673.00,0.68,8.22,-0.24,-24.65,5.30,1.29,29.09,36.11,28.57,30.74
WYNN.OQ,Consumer Discretionary,Wynn Resorts Ltd,-0.60,-4.04,701785.00,85.78,85.16,107.46,94.51,90.51,86.50,73.55,63.71,18.89,7163.00,3.34,-4.26,0.37,73.87,NULL,15.95,28.62,114.48,84.82,89.46
XEL.OQ,Utilities,Xcel Energy Inc,7.50,-1.82,1188050.00,67.08,66.98,72.92,63.57,60.68,57.79,48.44,38.27,43.15,4679.00,3.14,-0.62,0.78,-7.21,10.26,-4.19,21.18,72.57,66.45,60.78
XOM.N,Energy,Exxon Mobil Corp,-2.74,-4.80,5186897.00,109.81,109.53,125.37,116.00,113.11,110.21,100.84,72.38,12.05,9775.00,-1.78,3.46,-0.10,-16.05,14.38,-3.87,16.17,129.54,108.26,115.79
XYL.N,Industrials,Xylem Inc,-9.81,-4.07,392462.00,121.69,121.64,145.95,133.15,129.20,125.24,112.44,66.84,8.94,11166.00,4.78,3.84,-0.56,33.36,8.09,-1.15,21.67,146.37,117.31,131.18
YUM.N,Consumer Discretionary,Yum! Brands Inc,-1.03,-3.91,600940.00,126.12,126.22,143.19,135.57,133.22,130.87,123.25,19.92,3.32,12216.00,0.36,-4.64,0.01,3.42,NULL,-2.61,18.22,143.31,129.73,134.67
ZBH.N,Health Care,Zimmer Biomet Holdings Inc,-2.64,-1.88,462291.00,109.89,109.72,132.61,120.74,117.08,113.41,101.54,8.06,8.99,10067.00,3.01,2.43,0.07,6.55,8.71,-7.34,18.07,124.00,106.18,110.70
ZBRA.OQ,Information Technology,Zebra Technologies Corp,50.61,-2.39,144959.00,422.05,420.57,420.57,351.42,330.06,308.70,239.55,112.42,79.67,23408.00,5.08,7.00,0.87,-20.71,11.87,-4.86,25.37,415.38,395.41,347.19
ZTS.N,Health Care,Zoetis Inc,-4.82,-6.24,474262.00,166.66,166.63,199.94,179.16,172.74,166.32,145.54,27.06,15.06,14482.00,-0.32,1.09,-0.60,5.74,47.13,39.60,19.92,213.42,165.00,176.06
NNE.O,Industrials,Nano Nuclear Energy Inc,8.62,0.99,10946237.00,35.02,36.45,36.45,23.77,19.86,15.94,3.26,1018.10,1021.54,325.00,59.52,44.70,0.82,NULL,-52.58,46.42,148.93,58.00,26.69,NULL
OKLO.K,Utilities,Oklo Inc,9.32,2.27,21587820.00,33.74,34.17,34.17,23.25,19.88,16.51,5.59,511.27,538.69,535.00,41.37,58.78,0.76,NULL,-520.08,9.09,127.25,27.75,25.22,13.63
UUUU.K,Energy,Energy Fuels Inc,0.30,-0.71,7280449.00,5.74,5.83,7.97,6.56,6.13,5.69,4.28,36.21,38.99,419.44,12.77,10.00,0.48,203.06,-9.29,25.58,53.61,8.75,5.37,5.79
NXE,Energy,Nexgen Energy Ltd,0.43,-0.56,11936176.00,7.45,7.49,8.88,7.52,7.10,6.67,5.31,114.00,51.31,495.00,8.87,7.61,0.64,NULL,15.98,23.55,48.12,10.13,6.97,7.10
VST,Utilities,Vistra Corp,45.50,5.64,8161130.00,187.86,186.86,186.86,130.97,113.71,96.45,40.56,797.93,377.48,3913.50,10.46,33.52,0.81,-11.63,57.24,37.59,58.87,179.44,158.58,107.44
LTBR.O,Energy,Lightbridge Corp,1.96,-0.44,3021818.00,6.86,7.20,12.31,8.49,7.31,6.13,2.31,211.69,225.79,221.00,34.08,54.51,0.48,NULL,-36.72,28.84,133.25,NULL,5.52,4.00
GEV,Industrials,Ge Vernova Inc,114.16,17.93,4446928.00,425.96,427.10,427.10,310.82,274.90,238.98,122.70,248.08,271.39,11500.00,10.35,24.64,0.86,12.09,NULL,5.97,41.62,390.26,365.45,233.36
BAM,Financials,BROOKFIELD ASSET MANAGEMENT LTD,10.10,-1.25,559657.00,57.03,57.13,59.07,50.75,48.18,45.61,37.29,110.73,53.20,3729.00,5.54,4.98,0.89,935.14,16.74,-5.80,36.13,56.21,54.64,45.79
EU.O,Energy,enCore Energy Corp,-0.38,-0.10,1674406.00,3.58,3.61,4.94,4.24,4.02,3.80,3.10,97.27,19.54,302.00,6.80,10.40,-0.27,NULL,-15.27,-3.12,47.57,6.15,3.44,3.92
SMR,Industrials,Nuscale Power Corp,9.61,-2.29,9367621.00,25.36,25.57,30.21,19.64,16.37,13.10,2.53,1231.77,1036.44,225.00,22.81,29.34,0.78,93.24,-60.46,10.99,115.39,17.79,20.70,13.37
UEC,Energy,Uranium Energy Corp,1.02,-0.48,9975036.00,7.83,7.90,8.60,6.94,6.43,5.92,4.26,233.33,94.58,406.00,13.18,11.58,0.71,-99.86,-7.00,6.26,62.38,10.60,7.19,6.65
CCJ,Energy,Cameco Corp,4.85,-2.75,6518275.00,55.87,56.32,61.14,51.88,49.02,46.16,36.90,205.75,58.96,3543.00,13.39,7.40,0.74,38.53,1.89,29.94,42.28,82.68,51.84,49.74
PCG,Utilities,PG&E Corp,0.98,-1.14,26696233.00,16.64,16.44,21.63,19.49,18.83,18.17,16.03,68.10,3.14,1594.00,-2.55,-17.05,-0.06,12.68,10.78,40.31,44.53,23.37,18.72,18.88
PEG,Utilities,Public Service Enterprise Group Inc,7.14,-1.77,2202773.00,88.97,88.21,94.51,80.56,76.25,71.94,57.99,64.94,55.16,5685.00,2.25,3.70,0.35,14.66,13.00,2.14,21.56,90.77,85.90,80.53
NXE,Energy,Nexgen Energy Ltd,0.43,-0.56,11936176.00,7.45,7.49,8.88,7.52,7.10,6.67,5.31,114.00,51.31,495.00,8.87,7.61,0.64,NULL,15.98,23.55,48.12,10.13,6.97,7.10
CCO,Communication Services,Clear Channel Outdoor Holdings Inc,-0.02,-0.08,782746.00,1.43,1.40,1.98,1.73,1.65,1.57,1.32,45.92,8.53,129.00,-7.89,1.45,-0.38,-14.27,NULL,-17.41,39.79,1.98,1.42,1.52
RGTI.O,Information Technology,Rigetti Computing Inc,4.95,5.73,147265746.00,13.47,13.91,20.00,12.62,10.34,8.07,0.69,3608.34,2007.58,66.00,27.15,48.45,0.56,-8.35,-51.46,15.97,369.62,4.63,13.36,2.68
IONQ.K,Information Technology,IONQ Inc,20.05,5.94,23720176.00,42.70,42.04,51.07,34.07,28.82,23.57,6.57,1256.13,575.88,622.00,6.73,-5.36,0.82,98.02,-36.73,19.07,218.38,34.65,41.44,15.45
QUBT.O,Information Technology,Quantum Computing Inc,6.75,4.53,26770144.00,11.61,11.10,25.68,16.03,13.05,10.07,0.42,2539.71,3027.64,35.49,-3.90,-37.00,0.67,163.24,-32.82,12.78,375.23,8.50,14.26,2.98
